text,author,title
レイフの他にも、俳優である末弟のジョセフ・ファインズ、映画監督である妹のマーサ・ファインズ、遠い親戚には元SAS隊員で著名な探検家であるラナルフ・ファインズ（映画『キラー・エリート』の原作者）など、ファインズ家には映画や演劇に関わる多才な人物が名前を連ねている。,wikipedia,wikipedia
この誤りは20世紀になってヘレン・ソーヤー・ホッグによって訂正された。,wikipedia,wikipedia
土器は、弥生土器と呼ばれ、低温酸化炎焼成の素焼き土器が用いられた。,wikipedia,wikipedia
また、2本あった煙突は1本にまとめられ、後部の篭マストは低い三脚マストに交換された。,wikipedia,wikipedia
共同受信で地上波とBSが混合伝送の場合はBS・UV分波器が別途必要。,wikipedia,wikipedia
ラングゲンスは、ライン＝マイン交通連盟 (RMV) に属している。,wikipedia,wikipedia
ワイスによれば、バビロン捕囚の後紀元前6世紀に、異民族との婚姻を理由に預言者エズラにより追放され、インドの北西部（石碑では「天竺」と記述されている）に移住した支族レヴィ族と司祭の一族が、開封のユダヤ人の起源であるという。,wikipedia,wikipedia
またボイオーティアではアドラストスが始めたとされるネメシス・アドラステイア（Adrasteia 遁れることの出来ない者）、すなわち必然のネメシスの崇拝があった。,wikipedia,wikipedia
ポドルスキは2001年にU-17ドイツ代表に選出されたことを皮切りに各年代の代表に招集され、2004年にはバスティアン・シュヴァインシュタイガーらと共にU-21ドイツ代表としてUEFA U-21欧州選手権2004に出場したがグループリーグで敗退した。,wikipedia,wikipedia
前述のように、日本では元来風呂という場合はこれを指していた。,wikipedia,wikipedia
また2014年、ユダヤ人が強制収容所で着用した服を思わせる胸に黄色の星形が付いたシャツを販売。,wikipedia,wikipedia
トラビス・アラン・パストラーナ（Travis Alan Pastrana、1983年10月8日 - ）は、アメリカ合衆国のモータースポーツ選手。,wikipedia,wikipedia
"投票は4月30日に行われ、太田が得票数42,445票で初当選を果たした（竹内は39,067票）。",wikipedia,wikipedia
時候熟れとは、収穫して本漬したすぐきを家の軒下に置き、自然の気温で発酵させる技法である。,wikipedia,wikipedia
また、乱馬（男状態）とらんま（女状態）が同一人物であることに気づいていないため、らんま（女状態）のことも乱馬を巡る恋敵と認識して敵対心を燃やしている。,wikipedia,wikipedia
エルドラドーから持ち帰った残り少ない黄金でカンディードは地所を購入する。,wikipedia,wikipedia
1386年、ルノーの娘マリーはジャック・ド・モンブロンと結婚している。,wikipedia,wikipedia
1894年にこの運河ははじめて商業的に利用された。,wikipedia,wikipedia
一方、東チャガタイ・ハン国の人間はペルシア語で「モンゴル」を意味する「モグール」を自称して遊牧民の純粋な伝統を守る者としての誇りを持ち、定住社会に馴染んでいく西チャガタイ・ハン国の人間を「カラウナス（混血児）」と呼んだ。,wikipedia,wikipedia
"メジャーリーグサッカー（Major League Soccer, MLS）は、アメリカ合衆国およびカナダのプロサッカーリーグである。",wikipedia,wikipedia
ラマヌジャンの和公式はq二項定理から導かれる。,wikipedia,wikipedia
この他に日本による朝鮮統治を現地に滞在して分析、1926年にその成果を『The New Korea』として、ニューヨークから出版している。,wikipedia,wikipedia
記事はウィキペディア参加の精神に関し、「承認されるために必要なインターネット空間への依存」として強調表示している 。,wikipedia,wikipedia
また、本作の初心者向けにこれまでの連載の中からキャラクター別のベストエピソードを集めた「よりぬきキャラクターズファイル」も11巻と同時に発売されている。,wikipedia,wikipedia
それはヘヴィメタルが、ハードロックが限界点を迎えた後、パンク・ロックムーブメントの中で新たな音楽性を求め発展した末に生まれたジャンルであることによる。,wikipedia,wikipedia
母親の氏族名ではなく家族名から派生した第三名を持つ者もいた。,wikipedia,wikipedia
実兼は母親とその実家を通して琵琶を手ほどきを受けたと考えられる。,wikipedia,wikipedia
2008年、夏祭りにて登場（第2回）。,wikipedia,wikipedia
最初期の楽譜は、主にドイツのレーゲンスブルク、スイスのザンクト・ガレン修道院、フランスのランおよびリモージュのサン・マルシャル修道院に残されている。,wikipedia,wikipedia
当公園には、約1000本の桜があり、シーズンには、多くの花見客でにぎわう。,wikipedia,wikipedia
立ち位置は左。,wikipedia,wikipedia
6つのテーマランドのうちフロンティアランドに存在する。,wikipedia,wikipedia
ライマンはカナダで生まれ、『しゃべりを覚える前から』書いていたと言い、最初に出版された作品はライマンがわずか6歳の時に母の新聞のコラム欄においてであった。,wikipedia,wikipedia
黄金期の主軸を担ったオレステス・デストラーデを復帰させ、現役メジャーリーガーのダリン・ジャクソンを獲得するも、オリックスに5勝21敗と大きく負け越し、1年目は3位に終わった（オリックス戦以外の成績は62勝36敗6分だった）。,wikipedia,wikipedia
同年7月、第22回参議院議員通常選挙で4選。,wikipedia,wikipedia
コルドメのブルトン人家系は、ミニョンのスカンジナビア系と見られる領主と密接に結びついていた。,wikipedia,wikipedia
2005年にロサンゼルスで結成。,wikipedia,wikipedia
北海道大学助手などを経て、国立民族学博物館第一研究部助手、同民族社会研究部人類環境部門助教授を歴任。,wikipedia,wikipedia
大正6年卒業。,wikipedia,wikipedia
わずか東に春日野中学校がある。,wikipedia,wikipedia
乗車時に後扉（入口）付近の発行機で整理券を取り、降車時に整理券番号に応じた運賃を払う。,wikipedia,wikipedia
合板あるいは単板積層材(LVL)用の単板を製造するための機械として、円柱形の木材を料理の桂剥きの要領で剥いてゆく「ベニヤレース」があるが、これとほぼ同様の機構の「ハーフラウンドベニヤレース」で突板を切削することもある。,wikipedia,wikipedia
其家のモヨリは先づ大きな黒門があつた。,wikipedia,wikipedia
以下は膳書堂文化編 (2009) にある変種である。,wikipedia,wikipedia
その後は著書『大乗起信論』で、仏教、イスラム教、ユダヤ教、キリスト教などありとあらゆる宗教が井筒の思考内で合流し、どの宗教も単独では歴史上実現できなかった宗教の夢のようなものを現出させて見せた。,wikipedia,wikipedia
一行はようやく義朝の妾のいる美濃国青墓宿にたどり着いた。,wikipedia,wikipedia
ロス·トーマス（Ross Thomas、1981年8月21日 - ）は、アメリカ合衆国の俳優。,wikipedia,wikipedia
エルヴァンゲン測候所 (439 m) の観測値は、シュヴェービッシュ＝フレンキッシェ森林地域の典型的な値である。,wikipedia,wikipedia
12歳以下の子どもはジェダイの技術を学ぶパダワンとして、ジェダイ・マスターからライトセーバーの使い方など、フォースを学ぶ。,wikipedia,wikipedia
初勝利は同年12月27日の高松競輪場。,wikipedia,wikipedia
ユネスコでは、無形文化遺産の保護に関する条約の発効に先立ち、隔年で「人類の口承及び無形遺産の傑作の宣言」（傑作宣言）として発表していた。,wikipedia,wikipedia
リリーフのドニー・ムーアが逆転本塁打を浴び、延長の末敗戦。,wikipedia,wikipedia
1両は火災のため1972年に廃車され、残存車もスユ15形などに置き換えられる形で1977年度までに全車が除籍された。,wikipedia,wikipedia
日本の仏教習俗であるお盆では、ガクに包まれたホオズキの果実を死者の霊を導く提灯に見立て、枝付きで精霊棚（盆棚）に飾る。,wikipedia,wikipedia
こうした猫ブームの背景にあるのは、高齢者や一人暮らし世帯が増えたため散歩などの世話のかかる犬よりも猫に人気が移行し始めたためと推測されている。,wikipedia,wikipedia
師団主力は米軍との交戦は無かったが空襲と飢餓で多くの損害を出し終戦を迎えた。,wikipedia,wikipedia
都市名は、オランダ語で「沼の村」を意味するブルークゼーレに由来するといわれ、新石器時代の紀元前2250年ごろから農耕民族が住んでいた。,wikipedia,wikipedia
兄弟に清輔、季経らがある。,wikipedia,wikipedia
この教会は東方正教会の一部で自ら意志決定を行う独立正教会である。,wikipedia,wikipedia
「大瀧詠一作品集 Vol.2」のライナーの自身談によると、シュレルス（The Shirelles）の「フーリッシュ・リトル・ガール」（Foolish Little Girl）を下敷きの一つとして作ったという。,wikipedia,wikipedia
また、『特警飛龍』の署長役、『少林僧兵』の師父（師匠）役など、人を統率する役がらも増えてきている。,wikipedia,wikipedia
プレイヤーがウォーバンドを作るときは、どれか一つの属性からしかミニチュアを選択することはできない (どの属性を選ぶかはプレイヤーの任意で決定できる)。,wikipedia,wikipedia
その後、朝鮮総督府に転じ、慶尚北道内務部長、警務局保安課長、平安北道知事を歴任し、1936年（昭和11年）に内務局長に就任し、中枢院書記官長も兼ねた。,wikipedia,wikipedia
1993年に日本音楽事業者協会（音事協）・日本音楽制作者連盟（音制連）と共同で実演家著作隣接権センター（CPRA）を立ち上げ、著作隣接権の権利処理の一元化を図る活動を行っている。,wikipedia,wikipedia
鹿児島県出水市出身。,wikipedia,wikipedia
2009年6月25日、シャキール・オニールとの引き換えで彼とベン・ウォーレス、ドラフト2巡目指名権がフェニックス・サンズにトレードされた。,wikipedia,wikipedia
『キン肉マンVSテリーマン』ではキン肉マン側につき、キン肉マン対テリーマンの闘いを観戦する。,wikipedia,wikipedia
段落や句読点のきわめて少ない独特のメカニックな文体で、機械のように連動する複雑な人間心理の絡み合いが精緻に描かれ、一つの抽象的な「詩的宇宙」が形成されている。,wikipedia,wikipedia
ヒクソスがメンフィスを奪取した第13王朝のメンネフェルラー・アイの治世中（前1700年頃）かそのすぐ後、第13王朝の支配者達はテーベへと引き、テーベを首都として再興した。,wikipedia,wikipedia
夫妻は3人の子供を儲けた。,wikipedia,wikipedia
ソノマ郡はソノマ州立大学及び Santa Rosa Junior College の本拠地でもある。,wikipedia,wikipedia
電子機器・医療機器用の磁性部品や化学材料、無機ELなどの製品を製造している。,wikipedia,wikipedia
この場合、スペクトルをまずメル尺度を使って変換する。,wikipedia,wikipedia
マラガやアルメリアに通じる主要道も敷かれた。,wikipedia,wikipedia
"2010年国勢調査での人口は8,601人であり、2000年の8,865人から3.0%減少した。",wikipedia,wikipedia
18歳の時に上京して日本棋院に通い、1928年（昭和3年）に入段試験を通って入段。,wikipedia,wikipedia
また実際にガラス工芸を作っている様子も見ることができる。,wikipedia,wikipedia
次いで、水森亜土、芳村真理が続く。,wikipedia,wikipedia
一部事業者向けには非常口窓が開閉式となっているものも設定されていた（窓については53MCも同様）。,wikipedia,wikipedia
クライアントによるリクエストはURLの形で送られ、レスポンスはMIMEタイプがapplication/x-dmap-tagged であるデータの形で返される。,wikipedia,wikipedia
2001年（平成13年）から2007年（平成19年）にかけ、吉川忠夫による原文・読み下し・訓注が岩波書店（全10巻と別巻＜人名索引・地名索引＞）で刊行（岩波版は范曄による著述ではない「志」は除外）。,wikipedia,wikipedia
リサーチ・トライアングル(Research Triangle)（ローリー・ダーラム・チャペルヒル広域都市圏）を形成する各郡の人口は以下の通りである（2010年国勢調査）。,wikipedia,wikipedia
その組織的かつ効率的な建設事業はたいへん高度なもので、ローマ建築の技術レベルの高さを物語る。,wikipedia,wikipedia
他の一部の病院と違い原則的に患者の症状は本人にすべて通知されるとされている。,wikipedia,wikipedia
脳の異なる領域におけるガンマ帯域の同期発火の一時的な状態は、認知処理の分散行列を生むメカニズムであるとして考えられており、知覚のような同期的で協奏的な認知活動を可能にする。,wikipedia,wikipedia
同年限りで退団。,wikipedia,wikipedia
"その後、『国際関係論』(""Journal of International Relations"")と改名され、1922年には『フォーリン・アフェアーズ』に統合された 。",wikipedia,wikipedia
もともとはエディンバラ旧市街の南側で活動していたが、1880年代には現在地であるリース町のイースター・ロード・スタジアムに移転した。,wikipedia,wikipedia
かつてはプッリャ州の控訴院の所在地であり、現在も地域を管轄する地方裁判所が置かれている司法の中心地でもある。,wikipedia,wikipedia
カピトーネ () は現在ナルニの一集落であるが、絶えずその支配下にあったわけではない。,wikipedia,wikipedia
iモードの通信だけが定額になる『パケ・ホーダイ』と違い、ドコモのFOMAパケット通信全てが割引対象になる。,wikipedia,wikipedia
ネパールにおける政権は非常に不安定な傾向があった。,wikipedia,wikipedia
麺座（めんざ）は、京阪グループのびわこフードサービスが運営しているそば・うどん店である。,wikipedia,wikipedia
182種類の植物が登場。,wikipedia,wikipedia
』が掲載された。,wikipedia,wikipedia
ニコはこれに対して特別な注意を払うことを余儀なくされた。,wikipedia,wikipedia
この業界における彼女の人気は、たいへんなもので、ほかの興行師らは4本脚の低級娯楽場（いかさまの演芸）を公演し、そしてコービンじしんがもはや公演していなかったときは観客が顔を振り向けることができる、にせの4本脚の女性がいくにんか居た。,wikipedia,wikipedia
2002年に再プレスされ、東京の大型CDショップの試聴器でロング・ヒットする。,wikipedia,wikipedia
中性子を捕獲しなかったキセノン135は、7つの長寿命核分裂生成物の1つであるセシウム135に崩壊するが、中性子を捕獲したキセノン135は、安定なキセノン136になる。,wikipedia,wikipedia
例外は旧大野町のうち下灘、鳴川両地区と、同じく経小屋の一部、猪ノ打の一部、旧佐伯町の浅原中山の一部で、大竹市と同じ0827（市内局番は52～59）である。,wikipedia,wikipedia
優勝はKTS鹿児島テレビ放送。,wikipedia,wikipedia
しかし近年では、選炭場の観光地化や、猴硐猫村により、利用者が急増している。,wikipedia,wikipedia
デッキ上の駅舎正面には東口側・西口側の2箇所の出入口と、東側連絡通路側には東側通路と「CoCoLo南館」への出入口があり、中央部には地平部とを階段・エレベーターで連絡する「コネクターキューブ」が2基、エスカレータが上下各1基設けられている。,wikipedia,wikipedia
日本では「ベネッセコーポレーション」の幼児向け通信教育教材「こどもちゃれんじ」のイメージキャラクター・しまじろうをモチーフとした「しまじろうカーⅡ」が本車をベースに登場している。,wikipedia,wikipedia
また、そこにはアメリカの風景が人と自然が平和的に共存する牧歌的な世界として描かれている。,wikipedia,wikipedia
さらに、文字も現実世界の部分はあかがね色、ファンタージエンの部分は緑色に刷り分けられている。,wikipedia,wikipedia
軍事を管掌していた。,wikipedia,wikipedia
大正11年、卒業の時に校長や吉崎先生に請われ、桂華寮の寮長となる。,wikipedia,wikipedia
神田商会のグループ企業であり、主に自社グループブランドのフェンダー・ジャパンやグレコなどの楽器を製造している。,wikipedia,wikipedia
1929年（昭和4年）東京帝国大学農学部林学科卒業。,wikipedia,wikipedia
NBPAは球団オーナーとの労使交渉、不当な扱いを受けた選手の救済活動など、NBA選手の団体交渉窓口として活動する。,wikipedia,wikipedia
新聞広告などで集めた普通の大学生などの70人から選ばれた被験者21人の内、11人を看守役に、10人を受刑者役にグループ分けし、それぞれの役割を実際の刑務所に近い設備を作って演じさせた。,wikipedia,wikipedia
OpusのデータはOggのコンテナでカプセル化することができる。,wikipedia,wikipedia
急峻な山岳線向けなどでは非常用としてブレーキシューを直接線路に押しつけるレールブレーキが搭載されることがある。,wikipedia,wikipedia
ジロマニーは、ベルフォールから、バヨン・ダルザス山（アルザス、ロレーヌ、フランシュ＝コンテの境界となっている山）へ向かう途中にある。,wikipedia,wikipedia
両親は領主で、宮廷顧問官のカール・アドルフ・フォン・トートレーベン男爵とその妻、エルザ・ゾフィアである。,wikipedia,wikipedia
はキャンプ時に肘を故障し手術前半戦を棒に振る、その間抑え投手の座を盛田に譲った。,wikipedia,wikipedia
1955年、A.F.ミャスニコフ名称カチン飛行士軍事航空学校を卒業し、モスクワ防空管区の戦闘機連隊に勤務。,wikipedia,wikipedia
ドラマ本編に出演の主演俳優自らショーに出演するスタイルをとっている。,wikipedia,wikipedia
略称は中航集団、CNAH。,wikipedia,wikipedia
ただし堤の中はオオクチバスとブルーギルが持ち込まれ繁殖している（堤での釣りは禁止されている）。,wikipedia,wikipedia
それぞれの専門的な治療が必要である。,wikipedia,wikipedia
株式会社協和エクシオ（きょうわエクシオ）は、NTTグループ、KDDIなどの通信事業者の電気・通信基盤構築を行なう、日本を代表する情報通信建設会社である。,wikipedia,wikipedia
1995年に日本映画新社からVHSが販売され、2003年（平成15年）にDVDが発売されたが、後に日本映画新社が東宝ステラに合併されたため絶版となった。,wikipedia,wikipedia
2月末に至ってソビエト赤軍による攻撃が段階的に収まると、ドイツ軍は攻撃に転じて、突出したソビエト赤軍の包囲を試みた。,wikipedia,wikipedia
我同胞，鼓舞文明，世界和平永保。,wikipedia,wikipedia
ポルシェがボッシュと共同開発した空気圧低下警告システムを備える。,wikipedia,wikipedia
運航機材は旅客定員36名のSaab340で、紋別市では市民を対象とした助成を行い利用率確保に努めたが、土曜・日曜休航では団体旅行も組みづらく低調に推移した。,wikipedia,wikipedia
EP『My Dear Machine』をリリース。,wikipedia,wikipedia
しかし活発化した反対運動は収まらず、67年にはガリア・ルグドゥネンシス総督ウィンデクスによる反乱を契機に本格的な内乱に突入した。,wikipedia,wikipedia
このように実際の洋館を舞台にして行うスタイルは、ミステリーの本場イギリスで長年行われている演劇様式の一つである。,wikipedia,wikipedia
しかしアップルが設けているiOSアプリケーションの制限により、標準ブラウザのSafariと比較して実行速度が遅く、使い勝手も劣る部分がある。,wikipedia,wikipedia
ポジションはミドルブロッカー。,wikipedia,wikipedia
「同士による事業」というのがニューヨークのダウンタウンの野蛮な経済に対するデュラントの対抗だった。,wikipedia,wikipedia
2012年1月、GBLのオリンピアコスBCに移籍、同チームは2011-12シーズン、ギリシャリーグとユーロリーグを制した。,wikipedia,wikipedia
団員のカード料は一括して支払われるわけではなく、カード料の数割程度となる内金が当日の夜（場合によっては翌営業日）に支払われ、残りの残金が月末などの所定日に支払われる。,wikipedia,wikipedia
"属の学名となっている""Caltha""はラテン語で「強い匂いのある黄色い花」という意味を持つ。",wikipedia,wikipedia
2B1オカ自走迫撃砲（)は、ソビエト連邦軍が開発した口径420 mmの世界最大の自走迫撃砲である。,wikipedia,wikipedia
直接の犯人であるホワイトはマイラ・コーベットを名乗ってマイルズの看護婦として働いていた。,wikipedia,wikipedia
2016年12月1日、スカパー!プレミアムサービスの衛星一般放送事業者がスカパー・ブロードキャスティングからスカパー・エンターテイメントに変更。,wikipedia,wikipedia
2008年4月24日放送から出演者を全員入れ替えて、再出発した。,wikipedia,wikipedia
他にトライモ型とスティルソン型が同じTRIMONT社の広告に載っているものもある。,wikipedia,wikipedia
基本的に米国は日本の核武装に反対である。,wikipedia,wikipedia
※すべてマックス・エーから発売。,wikipedia,wikipedia
しかし、ベータ方式を基に策定された放送用規格「ベータカム」は、20年以上に渡り世界の放送業界のデファクトスタンダードとなり、デジタルベータカムやHDCAMなど再生互換性を持つ製品バリエーションを増やしながら2016年3月末まで販売されていた。,wikipedia,wikipedia
歴史の詳細は別項「川越市」「河越氏」「河越館」「川越城」を参照。,wikipedia,wikipedia
大向小学校は現在の渋谷区立神南小学校の土地へ移転。,wikipedia,wikipedia
やがて「珍しい日本人がいる」として、現地で複数のメディアから報じられると一躍有名人になり、大勢の利用者の中から見物にまわる人々に加えて、空港には野原に一目会いたいというファンが頻繁に訪れ、記念撮影やサインを求められるまでになった。,wikipedia,wikipedia
平日のメインニュースでキャスター二人体制となるのは、2015年4月改正以来2年半振りとなる。,wikipedia,wikipedia
チーム名記載なきは選抜チーム。,wikipedia,wikipedia
広瀬陸斗が徳島へ完全移籍。,wikipedia,wikipedia
毎週金曜22時から23時に生放送され、翌週再放送が随時行われる。,wikipedia,wikipedia
文政3年（1820年）夏に、篤胤の『霊能真柱』『古史成文』『古史徴』その他に目を通し国学を志した。,wikipedia,wikipedia
同時に私立高校も下記の通り、大学進学率を向上し、公立vs私立の生徒の獲得競争が強まっている。,wikipedia,wikipedia
1回戦ではJR東海を相手に先発として起用され好投、勝利投手となる。,wikipedia,wikipedia
成駒屋五代目 中村福助（なりこまや ごだいめ なかむら ふくすけ、1900年5月10日 - 1933年8月11日）は歌舞伎役者。,wikipedia,wikipedia
三遊亭 圓窓（さんゆうてい えんそう）は、落語家の名跡。,wikipedia,wikipedia
また、姉妹施設として那須サファリパーク（栃木県）がある。,wikipedia,wikipedia
2006年にはリニューアル版として船越英一郎が主演する『新船長の航海事件日誌』が放送された。,wikipedia,wikipedia
2009年、柏へ2年振りに復帰することが決まった。,wikipedia,wikipedia
科学史家ジョン・マカヴォイもほぼ同様の考え方で、プリーストリーの観点では自然は神と同じ広がりを持つ無限なもので、仮説や理論は全てそのためにあり、ラヴォアジエの理論は受け入れられなかったとした。,wikipedia,wikipedia
1947年初飛行。,wikipedia,wikipedia
国政においては父の外交政策を引き継ぎ、周辺国との関係構築に全力を挙げた。,wikipedia,wikipedia
現在の姫路市飾東町の東半にあたる。,wikipedia,wikipedia
地域の主要な産業は農業で、米が主な生産品である。,wikipedia,wikipedia
ユダヤ人が神の祭司であるのに対し、非ユダヤ人は労役に服するという差別性がある。,wikipedia,wikipedia
この年は、義原武敏を擁して、第36回全国高等学校野球選手権大会で1勝しベスト16を記録。,wikipedia,wikipedia
これはグライムのシーンにおいても、ヒップホップ系ファッションの着用が1つの標準となっていることが理由である。,wikipedia,wikipedia
"グレート・ウェスタン ("""") （名前の由来はグレート・ウェスタン鉄道）は大西洋航路のために造られたものとしては初の蒸気船である (補助用の帆も備え付けられており、四本マスト)。",wikipedia,wikipedia
また、透明性を強調する教団方針を掲げているにもかかわらず、幹部の一人がオウム真理教との関係を明かさないまま一般向けのヨーガ教室を開催していたことについては、個人的な事業であると釈明した。,wikipedia,wikipedia
2015年1月 MCGATAとしてエスエスエコーズからCD「帰郷～これが俺の生きGATA～」リリース。,wikipedia,wikipedia
新本館・立体駐車場建設と南館の増改修工事は、中心市街地活性化の一環として整備した。,wikipedia,wikipedia
大学校教官時代に佐藤鉄太郎らが主宰していた研究会「天晴会」に勧誘されて経典を研究するようになり、晩年は霊研究や宗教研究に没頭した。,wikipedia,wikipedia
一方で西南部のJR関西線と近鉄線の立体交差は、環状2号の計画を踏まえて早期の完成を見たことから、一般部の供用当初より鉄道横断を実現している。,wikipedia,wikipedia
一方で、日本軍側より見た艦砲射撃の効果は、アメリカ軍の捕虜となった兵士の尋問により「艦砲射撃による戦死者のあまりの多さにぞっとした」「艦砲射撃が最も恐ろしかった」「アメリカの最大の勝因は艦砲射撃」との証言あり、かなりの脅威となっていた事が窺がえる。,wikipedia,wikipedia
裏ジャケットでは薔薇と蝶をあしらったロゴが登場した。,wikipedia,wikipedia
1891年1月1日、埋葬隊が派遣された。,wikipedia,wikipedia
息詰まるような暗闇や、手足を伸ばした裸の死体の構成基礎などが、明らかにジェリコーの絵に影響を与えている。,wikipedia,wikipedia
ヒトがインフルエンザにかかった時の症状は、発熱、咳、咽頭痛、筋肉痛、結膜炎などで、重症の場合は肺炎や呼吸不全を起こして死亡する場合もある。,wikipedia,wikipedia
なお、経営事項審査では3点が加点される。,wikipedia,wikipedia
『DX妖怪ウォッチ』『DX妖怪ウォッチ零式』『DX妖怪ウォッチ フミちゃんVer.』『DX妖怪ウォッチU プロトタイプ』『DX妖怪ウォッチドリーム』『DX黒い妖怪ウォッチ』の6種類があり、それぞれ対応している妖怪メダルが異なる。,wikipedia,wikipedia
第二京極の狭い地区には、同年1月に横田商会が中央電気館（のちの大正座あるいは中央映画劇場）を角力常設館として新設したほか、三友倶楽部（のちの京極東宝）、新富座（のちの京極大映、合併して京極東宝）等の芝居小屋・映画館がひしめき合っていた。,wikipedia,wikipedia
誤って逆周を行ってしまうと従業員から注意を受ける。,wikipedia,wikipedia
機長は逆噴射装置を作動させブレーキを6秒間踏んだ後、一転してボーイングの標準手順に従い着陸復行を開始した。,wikipedia,wikipedia
入口上部には天竜川と山並みが描かれた「天竜座」が、東西南北には「川合花の舞」が飾られている。,wikipedia,wikipedia
その後の州が加盟した日は、オハイオ州を除き、加盟を定めた法律や、その法律に基づく後の決議によって定められている。,wikipedia,wikipedia
"アンジェラ・カーター（Angela Carter,1940年5月7日 - 1992年2月16日）はイギリス・イングランドの小説家。",wikipedia,wikipedia
中学1年の時に全日本カデット（13歳以下の部）で優勝。,wikipedia,wikipedia
全国一律であると仮定した場合、物価の安い地方に生活する動機付けになるという意見がある。,wikipedia,wikipedia
一般に測定によって最終的に求めたい値が一つの測定の結果から得られるとは限らず、それぞれ固有の誤差を持つ複数の値から求めなければならない場合が多い。,wikipedia,wikipedia
また、1934年（昭和9年）3月5日の東京への電話開通など、この時期には近代化が進む。,wikipedia,wikipedia
樹液に集まることは少なく、他の昆虫の幼虫や死骸を食物とする。,wikipedia,wikipedia
1998年に行われたフランスW杯期間中、スカパー!で『ワールドカップだけのための500時間』を企画、自ら司会も務めた。,wikipedia,wikipedia
1914年（大正3年）、山口中学校を卒業する。,wikipedia,wikipedia
1936年の二・二六事件発生時に、部下が岡田首相の生存を発生した。,wikipedia,wikipedia
相手から下回転（バックスピン）のかかったボールがおくられたとき、ラケットの面を上に向け、台上でボールの下をこすり、下回転で相手に返球する。,wikipedia,wikipedia
メルセデスは1857年7月6日に布告531号によって市に昇格し、またヴィラ・ソリアーノに代わって県都となった。,wikipedia,wikipedia
発光する部位は、生物によって様々である。,wikipedia,wikipedia
第38任務部隊は8月まで日本各地を攻撃し、インディペンデンスの艦載機は空中哨戒を行う一方、谷田部、浦河、室蘭などを攻撃し、7月24日と28日の呉軍港空襲では軽巡洋艦大淀と重巡洋艦利根、戦艦榛名に損害を与えたと判定された。,wikipedia,wikipedia
耐震性を考慮して、内部には鉄製の心棒を立て、枠木で像を固定している。,wikipedia,wikipedia
『elements』（エレメンツ）は、日本の音楽ユニット、day after tomorrowのアルバム。,wikipedia,wikipedia
