text,author,title
ほかの枝と並んで、この物語もヘルゲストの赤い本 (Red Book of Hergest) およびレゼルフの白い本 (White Book of Rhydderch) に見いだされる。,wikipedia,wikipedia
イギリスのヴィッカース社で建造。,wikipedia,wikipedia
"ボルチモアの名前はメリーランド植民地の建設の立役者であるアイルランド貴族院議員の第2代ボルティモア男爵、シラス・カルバート（Cecilius Calvert, 2nd Baron Baltimore）に由来する。",wikipedia,wikipedia
これを19世紀のはじめに植物学者のカール・ルートヴィヒ・ヴィルデノウがベルリン大学の研究施設として、国際的に評価の高い植物園に育てあげた。,wikipedia,wikipedia
その後もトミー・デッカーはバンドを継続する事を誓う。,wikipedia,wikipedia
1994年に、米政府が保護により充分に増加したコククジラを絶滅危惧種から外し、「IWC（国際捕鯨委員会）」も先住民の捕鯨を認めた為、部族の伝統派グループが、インディアンの権利の回復運動と併せて、「マカー族の伝統捕鯨を再開する」と宣言した。,wikipedia,wikipedia
この『旭琉會』が翌2012年に暴力団対策法の定めるところの指定暴力団とされ、以来、県内唯一の指定暴力団となっている。,wikipedia,wikipedia
東京都在住。,wikipedia,wikipedia
スレッシャーはたまらず潜航した。,wikipedia,wikipedia
タルヴェラもこの動きには強い共感を持ち、参謀本部アカデミーでは「ラドガ・カレリア奪還への好機」と題した卒業論文をアーロ・パヤリとの共同で作成している。,wikipedia,wikipedia
ハットンはその後、シッカーポイントの観測により自説が正しいことを確かめ、1795年には自らの理論を著書『地球の理論』としてまとめたが、この理論はハットン存命中には広く伝わらなかった。,wikipedia,wikipedia
408（四百八、よんひゃくはち）は、自然数また整数において、407の次で409の前の数である。,wikipedia,wikipedia
2008年10月には修復版のみならず、試写会版や劇場公開版も含めた50周年記念DVDがユニヴァーサル・スタジオから発売された。,wikipedia,wikipedia
中には、京阪宇治バスの一部車両の様に、後面のみをラッピングし、側面と正面には行わない例もある。,wikipedia,wikipedia
その他にあらかじめ設定した人にフォーカスをあわせて撮影するサーチミーフォーカスやいわゆる笑顔になったら自動でシャッターをきるスマイルファインダーにも対応している。,wikipedia,wikipedia
尾張国生まれ、安井家門下、六段。,wikipedia,wikipedia
このプロセスは、スコットランド人化学者であるジェイムズ・C・クロウが、ケンタッキー州ウッドフォード郡のオールド・オスカー・ペッパー蒸留製造所（現在は、ウッドフォード・リザーヴ蒸留製造所、）で働いていたとき、開発したものである。,wikipedia,wikipedia
"その性能は14.6kgの砲弾を仰角44度で15,020m、最大仰角80度で9,450mの高度まで到達できた。",wikipedia,wikipedia
1853年、鉄道はメカニクス図書館を建設したが、これは国内初の産業図書館となり、現在でもアルトゥーナ公共図書館として残っている。,wikipedia,wikipedia
樹勢は盛んで、一見森のようにも見えるほどである。,wikipedia,wikipedia
一方、カナダ、オーストラリアなどの英国連邦の国々は、プライバシーコミッショナー制度のもと、ガイドラインに基づき実施している［1］。,wikipedia,wikipedia
無人駅である。,wikipedia,wikipedia
『夢の涯て〜子午線の夢』で、日本レコード大賞編曲賞受賞。,wikipedia,wikipedia
はじめの1 - 2分程度、ナレーションにより予告編が流れた後、まずスタート地点に立つ太川と蛭子の2ショット映像になり、そこで番組タイトル と、前回の旅の振り返り、今回の旅の大まかな行程を太川が説明する。,wikipedia,wikipedia
。,wikipedia,wikipedia
ローリング・ストーンズについては 「まあ、頑張ってほしいよ。,wikipedia,wikipedia
第1回巨匠展に出品された『TOKIJIKU（非時）XXIV』は、画集には未だ採録されていない。,wikipedia,wikipedia
過去にマリファナが貧しい農家の収入源になったことがあり、現在もかなりの商品作物になっている。,wikipedia,wikipedia
日本でも沖縄県や鹿児島県の奄美群島などの一部地域では旧正月を祝う地方がある。,wikipedia,wikipedia
たとえばn-ブチルリチウムにより非対称のチオエーテルを生成する。,wikipedia,wikipedia
"1995年全仏オープンの女子シングルス準々決勝では、同じスペインのコンチタ・マルティネスに 0-6, 4-6 で敗れた。",wikipedia,wikipedia
2年の時には体重別で3位になるが、強化選手選考会では決勝で東海大第三高校3年の矢崎利加に敗れて2位だった。,wikipedia,wikipedia
日本各地に次元の歪みを発生させ、神霊兵器で日本沈没を目論むドレクスラー機関を壊滅させるため、奮闘している。,wikipedia,wikipedia
クラクフやアンタリアには旧式の、しかし可動整備済みの市電が贈られ、実用に供されている。,wikipedia,wikipedia
これは頻繁に鮮やかな「涙の祝福」を伴うものであった。,wikipedia,wikipedia
イシサンゴ類では、触手は口の周囲にならぶ。,wikipedia,wikipedia
南軍の損失は60ないし75名だった。,wikipedia,wikipedia
寺の東側にあり、顔出し看板なども置かれている。,wikipedia,wikipedia
この命名は、(André Néron)とジョン・テイト(John Tate)にちなんでいる。,wikipedia,wikipedia
遠近で赴く者は20万人にも及んだ。,wikipedia,wikipedia
平均気温は61 (16℃) である。,wikipedia,wikipedia
自身の技術を法的に否定されたことでチャールズは人工降雨の技術を封印。,wikipedia,wikipedia
旧姓、町田。,wikipedia,wikipedia
2004年、競馬学校に騎手課程第23期生として入学。,wikipedia,wikipedia
一説には、呉春の門に入って松村景文に画を学び、長山孔寅、松本観山、中川山長に師事したともいう。,wikipedia,wikipedia
そのほか、100人以上が怪我をし、墜落とそれによる火災で20軒以上の家屋と多数の自動車が被害を受けた。,wikipedia,wikipedia
のちの時代においては、砲弾と装薬を装填機構まで運ぶ揚弾機は主砲1門につき1基が付くのが普通であるが、これに対し、シュコダ社は構造を簡略化して重量を軽減する目的から揚弾機は各砲身の間に1基ずつの計2基しか設置しなかった。,wikipedia,wikipedia
このような不祥事があったためか、賀茂宮は一部の系図史料（『本朝皇胤紹運録』など）に掲載がされていない。,wikipedia,wikipedia
また『ブラック2・ホワイト2』ではソウリュウシティのジムリーダー・シャガやエンディング後のライバルが使用する。,wikipedia,wikipedia
ロシアでは絶滅したと考えられ、大韓民国、朝鮮民主主義人民共和国、日本、台湾では絶滅した。,wikipedia,wikipedia
現地ではMegacampeonato de AAAと呼ばれる。,wikipedia,wikipedia
顔つきや体つきは、典型的な日本犬の姿をしている。,wikipedia,wikipedia
入場者数は目標の300万人を超え、360万7千人余りであった。,wikipedia,wikipedia
理論上は、その周囲で形成されたHAT-P-4bも、平均分子量が大きく中心部に比較的大きな固体コアを持つ高密度な惑星になることが予測されるが、実際に観測されたHAT-P-4bの密度は他のホットジュピターと大差のないものだった。,wikipedia,wikipedia
ちなみにチベットでは宗教的理由から、故人の遺体を早く棄てたり消したりする事が重要視されている。,wikipedia,wikipedia
ノープリウス幼生は数回の脱皮を経てキプリス幼生に変態する。,wikipedia,wikipedia
近年、湖の近くで多くの売春婦が営業しており、カサ・デ・カンポはメジャーな売春エリアとなっている。,wikipedia,wikipedia
フランス語の「」に従い、英語圏においても、CGPMを頭字語とする。,wikipedia,wikipedia
現在は旧村域に磐越西線の尾登駅が所在するが、当時は未開業（1955年開業）。,wikipedia,wikipedia
リーグの設立と共に設立したニューヨーク・ヤンキースは、グランジの人気もあって、NFLへの参入が認められたが、グランジが怪我をして、古巣ベアーズへと復帰し、チームもNFL参入後2年で解散した。,wikipedia,wikipedia
その後H.R.とアールが出戻り、1995年に『God of Love』発表。,wikipedia,wikipedia
終戦後、笠置シヅ子がエノケンの相手役を務めたが、同コンビは有楽座の舞台を連日満員にし、映画でも『エノケンのびっくりしゃっくり時代』『歌うエノケン捕物帖』『エノケン・笠置のお染久松』などがヒット作となった。,wikipedia,wikipedia
SU-152自走砲は25日という記録的な早さで設計を完了し実地試験に入った。,wikipedia,wikipedia
現在、城壁や都城の門は跡形もなくなったが、ベルリンには『～Tor（門）』という地名はそこかしこに残されており、門の外側に作られたかつての鉄道ターミナル駅の名前にも反映している。,wikipedia,wikipedia
栃木県と境を接する。,wikipedia,wikipedia
このため、従来の45口径12cm砲（）4門装備が踏襲されることになったが、彌縫策として、従来は最大仰角40度の平射砲架であるMk.XVIIIと組み合わされていたのに対し、本級では、1940年9月に完成したばかりの最大仰角55度のMk.XXII砲架が初搭載され、対空射撃能力を強化した。,wikipedia,wikipedia
ロムロ・ボルジェス・モンテイロ（Rômulo Borges Monteiro、1990年9月19日 - ）は、ブラジル・ピークス出身のプロサッカー選手。,wikipedia,wikipedia
『通信対局 囲碁道場2700問』（つうしんたいきょく いごどうじょう2700もん）は、2008年8月5日よりWiiウェアでダウンロード販売開始された任天堂初のコンピュータ囲碁ソフトである。,wikipedia,wikipedia
2001年10月7日にはスティーブ・カーン、ドリー・ファンク・ジュニア、ボブ・バックランドと共に、藤波辰爾の自主興行『無我』の後楽園ホール大会に来日、12日と13日の新日本プロレスの興行にも残留参戦した。,wikipedia,wikipedia
数体上の定理の大半が、有限体上の函数体の上で成り立つという事実である。,wikipedia,wikipedia
同時期に飢餓を回避するため必要不可欠な食料を輸入していたため、その出費は国の経済の更なる負担になった。,wikipedia,wikipedia
見どころはリアルな死闘の暗殺場面や豪快な殺陣の立ち回りで、以蔵扮する勝の人間臭い喜怒哀楽や、田中新兵衛役の三島の迫真の切腹演技も好評であった。,wikipedia,wikipedia
会場では野点が行われた。,wikipedia,wikipedia
2017年、4月6日 自身のブログにて一般男性との結婚を発表した。,wikipedia,wikipedia
2005年10月の第16期五中全会では、上海市党委書記を陳良宇から劉に任せることで、江沢民派の牙城を崩そうとしたが果たせなかった。,wikipedia,wikipedia
トラファルガー・ロー率いる海賊団。,wikipedia,wikipedia
5月の体重別準決勝では金野相手にお互いに牽制しあうあまり両者反則負けとなった。,wikipedia,wikipedia
また第二次世界大戦終了直後の一時期に「キャンプ・カー駅」が大和西大寺 - 油阪間に設置されていた時期もあった。,wikipedia,wikipedia
公園ではなまはげに追いかけられたりはするものの、なりゆきで一緒に暮らすことになり、次第に守にとって大切な存在となっていく。,wikipedia,wikipedia
1952年に血のメーデー事件に参加した際、警官隊との衝突で負傷し逮捕される。,wikipedia,wikipedia
"2013年（平成25年）6月1日には稲沢市内にある名古屋文理大学と愛知文教女子短期大学の蔵書約122,000冊を取り寄せ可能とするサービスを開始した。",wikipedia,wikipedia
ポルトガル軍はFRELIMOのキャンプに対し、ポルトガル空軍（）による爆撃とアメリカ軍によって用いられた戦術であるクイック・エアボーン（ヘリボーン）を用いてゲリラを包囲・殲滅した。,wikipedia,wikipedia
国土北部の海岸沿いをラ・コスタ山脈が東西に連なり、東部にはアラヤ半島、パリア半島が存在し、アラヤ半島沖にマルガリータ島が存在する。,wikipedia,wikipedia
OGsでは、指揮官用機として製造された強襲用人型機動兵器。,wikipedia,wikipedia
以下の「区・種・側・番」は、墓所の詳細な位置を示している。,wikipedia,wikipedia
"続けて翌1973年にも3rdアルバム『死後硬直(""Rigor Mortis Sets in"")』を発表（全米174位）。",wikipedia,wikipedia
6月24日にDFAとなり、翌25日に40人枠を外れる形で傘下のAAA級オクラホマシティ・ドジャースへ配属された。,wikipedia,wikipedia
北欧理事会は欧州連合 (EU) とより一体となってきているが、どちらの国もEUには加盟していない。,wikipedia,wikipedia
王朝初期の徴税は質実であり、宗教法により規定されている救貧税、地租、人頭税などが課せられるのみである。,wikipedia,wikipedia
土曜20:15 - 20:43の放送枠で、2017年4月8日 - 5月20日の期間で全7話が放映された。,wikipedia,wikipedia
第一青函丸では、荒天時の波浪で積載貨車を損傷するという問題があったため、第二青函丸では凌波性向上のため、船体を1.2m延長して全長112.78mとし、船首楼の高さも、第一青函丸の倍、甲板室2層分相当の5.2mとし、長さも17mと大型化して、積載貨車の先頭車両のみ覆う構造とした。,wikipedia,wikipedia
数々のクラシックレースで活躍するようになる。,wikipedia,wikipedia
"複合体IVには2種のヘム（ヘム""a"" 、ヘム""a"" ）、2種の銅中心（CuとCu）が含まれている。",wikipedia,wikipedia
空腸と回腸は十二指腸と違い腸間膜があるので、空腸と回腸を総称して腸間膜小腸と分類する場合もある。,wikipedia,wikipedia
全日本スノーボード選手権大会（ぜんにほん―せんしゅけんたいかい）は、日本スノーボード協会が主催するスノーボード全国大会である。,wikipedia,wikipedia
1962年には安保闘争への総括文書である「擬制の終焉」を発表した。,wikipedia,wikipedia
ドラッグストアの店舗ブランド名はドラッグストア「アカカベ」、「アカカベ薬局」。,wikipedia,wikipedia
球団オーナーは小林公平から宮内義彦オリックス社長に交代し、球団社長（兼球団代表）に近藤靖夫が就任した。,wikipedia,wikipedia
重忠は御家人に列し、頼朝の大倉御所への移転や鶴岡八幡宮の参詣の警護などの『吾妻鏡』の記事に重忠の名が見える。,wikipedia,wikipedia
1874年の6月1日から再び横浜に戻り、聖書翻訳に取り組む。,wikipedia,wikipedia
同済大学駅（どうさいだいがくえき）は中華人民共和国上海市楊浦区に位置する上海地下鉄10号線の駅である。,wikipedia,wikipedia
この間、1980年6月に新日本プロレスに初来日し、以降も新日本に度々参戦。,wikipedia,wikipedia
結果、1点の寓意画が認められた。,wikipedia,wikipedia
2013年、「顔剥ぎ観音」で第8回『幽』怪談文学賞長編部門奨励賞受賞。,wikipedia,wikipedia
また拳法ではあるが、妖術の類に入る技も含まれている。,wikipedia,wikipedia
敦賀半島の付け根に位置し、山頂には三等三角点(基準点名「原」)がある。,wikipedia,wikipedia
園内には周南市郷土美術資料館・尾崎正章記念館が設けられており、旧新南陽市出身の画家・尾崎正章の作品を常設展示している。,wikipedia,wikipedia
縦横にめまぐるしくスクロールする迷路状のステージの壁に挟まれたり、ステージ上にいる敵キャラクターに追いつかれたりしないようにステージのクリアを目指す。,wikipedia,wikipedia
これが後に動物の骨を用いて作られた骨針、竹でできた竹針（箴）、陶器の破片でできた陶針などになっていった。,wikipedia,wikipedia
昔、秦が三人の臣下を勝手に殺したとき、君子は穆公が覇者になれないことを知ったのです。,wikipedia,wikipedia
特許発明（特許法2条2項）として、登録されるためには、以下の登録要件を満たすことが必要である。,wikipedia,wikipedia
革命を成就させるためには、爆弾や銃による武装蜂起が不可欠であるとする。,wikipedia,wikipedia
主な町は島の南海岸の湾に主都のキングストン（Kingston）で人口の大半はここに集中している。,wikipedia,wikipedia
※アニメ中断、この間は特撮番組（『河童の三平 妖怪大作戦』）を放送。,wikipedia,wikipedia
『めちゃイケ』で矢部が探偵のオファーをした回では、ゲームでの探偵モードと同じ色の帽子やコートを着た「オカレモン」が現れていた。,wikipedia,wikipedia
B型。,wikipedia,wikipedia
その途上彼らは軍隊の攻撃を物ともせず摩天楼を蹂躙する巨大な怪獣を目撃する。,wikipedia,wikipedia
一方でドイツ、スペイン、ベルギー、フィンランドは無得点に終わった。,wikipedia,wikipedia
これまでは無人駅でも全扉を開けていたため、信用乗車方式に近い状況であった。,wikipedia,wikipedia
8月29日にマイナー降格を受け入れ、AAA級バッファローに降格した。,wikipedia,wikipedia
塩素全体の中のClの割合と比べて、ヨウ素全体の中のIの割合は極めて小さいこと。,wikipedia,wikipedia
二軍戦での登板は無く、三軍戦では14試合に登板し、14回1/3を投げ、1勝1敗、防御率5.65でシーズンを終えた。,wikipedia,wikipedia
キャンパス内で騒動を見ていた教員のパッティ・ネルソンは、学生のブライアン・アンダーソンと西エントランスへ向かった。,wikipedia,wikipedia
中山駅を出ると、鶴見川の支流である恩田川が見え、恩田川側は農地が広がり、反対側は近年拡張された都市計画道路山下長津田線を挟んで住宅街となる。,wikipedia,wikipedia
熊野 剛雄（くまの よしお、1926年 - ）は日本の経済学者。,wikipedia,wikipedia
ソフトウェア設計におけるCSPの応用は、主に人命に関わるような重要なシステムでなされている。,wikipedia,wikipedia
町内には市川市立二俣小学校や東京経営短期大学、京葉道路、大塚商会、日通航空、ホームセンターコーナン市川原木店（東京エアカーゴシティターミナル跡地）などがあり、かつては東京エアカーゴシティターミナルがあったことから、現在も航空貨物各社の倉庫や物流センターが多い。,wikipedia,wikipedia
また、NKB Y’sの事務所を「クイーンズタワーC 19F」へ移転。,wikipedia,wikipedia
またイラク外相のホーシュヤール・ズィーバーリーは当該建物はイラン政府の認証を受けた政府機関であるが正式な接受を伴わない経過中のオフィス（リエゾンオフィス）であるとし、同条約36条違反には当たらないとした。,wikipedia,wikipedia
ゲーム誌『ファミコン通信』のクロスレビューでは合計で27点（満40点）、『メガドライブFAN』の読者投票による「ゲーム通信簿」での評価は以下の通りとなっており、15.37点（満30点）となっている。,wikipedia,wikipedia
グローバル安全保障・貿易研究センター（Center for the Study of Global Security and Trade：GLOSET)主宰。,wikipedia,wikipedia
NAVERまとめ（ネイバーまとめ）は、韓国のIT企業ネイバーの子会社、LINE株式会社が運営するCGM型Webキュレーションサービスである。,wikipedia,wikipedia
その後、1882年から1887年（1882年の火事の後）、1957年から1958年、1991年から1995年（国家再独立後）、など数度にわたり修繕をされた。,wikipedia,wikipedia
ステージレースでは「時に個人、時にチーム」で、「その日のゴールの着順」「最終的な所要時間など各種の総合成績」などいくつかの目的のために走ることになる。,wikipedia,wikipedia
プランテンは乾燥させてこれを碾き、粉にすることもある。,wikipedia,wikipedia
歯車の歴史は古く、1901年には地中海に沈んでいた古代ギリシア時代のアンティキラの沈没船（）から回収されたアンティキティラ島の機械は紀元前150 - 100年に製作されたと考えられているが、これは歯車を利用した天体運行計算機だった。,wikipedia,wikipedia
2009年9月25日にソフマップ限定発売のセット。,wikipedia,wikipedia
原作はロシア文学で、1868年に発表され同時代のロシアを舞台としている。,wikipedia,wikipedia
他の有機物質を合成するときの中間体として用いられる。,wikipedia,wikipedia
また、常にリフレッシュを行っているため、消費電力が大きい。,wikipedia,wikipedia
ところが第10戦ヨーロッパGPでマーク・ウェバーが3位表彰台、チームメイトのデビッド・クルサードも5位入賞を果たすと信頼性の問題も一定の改善が見られるようになった。,wikipedia,wikipedia
1986年にNational Coalition for Cancer Survivorshipが設立され、初代会長にMullan医師が就任した。,wikipedia,wikipedia
氏姓は藤原朝臣のち藤原恵美朝臣。,wikipedia,wikipedia
これまでメダルを夏季オリンピックは、1960年ローマオリンピック、1964年東京オリンピック、1972年ミュンヘンオリンピックの3大会でボクシングでの獲得と、1992年バルセロナオリンピックサッカーでの銅メダル、計4個である。,wikipedia,wikipedia
アームストロングは、より高い周波数の機器の方が敵の船団をより効率的に発見できることに気づいたが、当時は「短波」の実用的な増幅器は存在しなかった。,wikipedia,wikipedia
終点から先は国道341号（仙北市）まで市道が続き、途中には駐車場と安の滝（中ノ又渓谷）・幸兵衛滝（立又渓谷）・桃洞滝（桃洞渓谷）など森吉山県立自然公園内のトレッキングコースや登山道が整備されている。,wikipedia,wikipedia
1914年の暮れから、5人の英国スカウトが伝令係として西部戦線に赴くこととなった。,wikipedia,wikipedia
新潮社文学賞受賞。,wikipedia,wikipedia
6月29日から7月6日までアラスカ州のジュノーを訪れ、7月12日にシアトルに到着すると広範囲オーバーホールが行われた。,wikipedia,wikipedia
ノボルとタマエは互いにホーを視認できる人物に初めて出会い喜ぶが、2人の前に突如ルナチクスが出現。,wikipedia,wikipedia
1977年-78年にかけてのオガデン紛争の際、Mi-24はエチオピア空軍によって初めて運用され、ソ連から運ばれる軍事装備の大規模な空輸を行った。,wikipedia,wikipedia
また、スポーツパッケージ各車には専用スポーツチューンドサスペンションやリアアクティブステア、アルミペダルなどが装備される。,wikipedia,wikipedia
少なくとも1500年前、現在のカイルアにハワイ人が住んでいた可能性がある。,wikipedia,wikipedia
2017年度からエンディングが一新された。,wikipedia,wikipedia
心霊主義者の今村光一は超常現象の分野でもこれまでぶつかったことがない、極めて珍しい実例だとしている。,wikipedia,wikipedia
決勝ラウンドでは日本に勝利するも6位となった。,wikipedia,wikipedia
1953年にはUSブラインドゴルフ協会（United States Blind Golf Association、USBGA）が設立されており、日本でも1991年に日本盲人ゴルフ協会（現日本ブラインドゴルフ振興協会）、1994年に日本視覚障害ゴルファーズ連絡協議会（後の日本視覚障害ゴルファーズ協会）が発足するなど各国個別に協会、支援団体が設立されていた。,wikipedia,wikipedia
塩やボーキサイトなども生産される。,wikipedia,wikipedia
中にはこのゴミを放置するものもいないではないが、そういった行為はマナーの上で否定される。,wikipedia,wikipedia
たどたどしい科白回しで演じられるその舞台に三島はひどく感銘を受け、その一切は『豊饒の海』第三巻『暁の寺』にそのまま描写されることとなった。,wikipedia,wikipedia
吐含山をはじめとする仏国寺境内地の森林は、主に松林が広く分布しており、寺刹境内の樹齢100年前後の松が外郭部の場合、少し若い自然状態を維持していることが報告された。,wikipedia,wikipedia
単体・化合物両方において極めて多様な形状をとることができる。,wikipedia,wikipedia
ブラックワイドショーは、「黒く、正しく、美〜しく」をモットーに、社会ではどうでもいい事とされていたり、普通のニュース番組等では伝えられないあらゆる“グッとくる”出来事を放送した。,wikipedia,wikipedia
7月赤城乗組。,wikipedia,wikipedia
岡山大学の実験によると10%以上の濃度の木酢酸液に24時間漬けた白癬菌は発育を止めたという医学的効果をレポートされている。,wikipedia,wikipedia
1995年11月、秋野結衣（あきの ゆい）名義で『天使の恥じらい』でAVデビュー。,wikipedia,wikipedia
試合の中継のない夜及びプロ野球オフシーズンは文字ニュース（現在はミュージックビデオやHTB自社主催事業の宣伝映像などにL字画面で字幕によるニュースと天気を流す「朝までN天」）を放送している。,wikipedia,wikipedia
品川寄り運転台は屋根が荷台側に延ばされてその上に通常の菱枠形パンタグラフを搭載、荷台部には背の低いあおり戸が両運転台間の全長に渡って設けられた。,wikipedia,wikipedia
現在では家畜のみならず、耕運機の後をつけることもある。,wikipedia,wikipedia
山口 三夫（やまぐち みつお、1928年 - 1997年11月）は、フランス文学者。,wikipedia,wikipedia
グリルは、シルビアが横長長方形を組み合わせたものに対し、ガゼールはハニカム状のもの。,wikipedia,wikipedia
1989年5月1日8段昇段。,wikipedia,wikipedia
子午線（しごせん、）とは地球の赤道に直角に交差するように両極を結ぶ大円である。,wikipedia,wikipedia
2005年、クリスティーナ・スカル、ウェイン・G.ハモンドによる索引の再構成、テキストの全面見直し版が出版された。,wikipedia,wikipedia
"マイク・ラッセル・ラガ（Michael Russell Laga , 1960年6月14日 - ）は、アメリカ合衆国ニュージャージー州出身のプロ野球選手。",wikipedia,wikipedia
新潟大学教授。,wikipedia,wikipedia
在学中にアカンサス音楽賞などを受賞。,wikipedia,wikipedia
"ヒンドゥー暦の旧暦（太陰太陽暦）では、サンスクリット語で「太陰暦の1か月の半分」を意味する (パクシャ、"") が使われる。",wikipedia,wikipedia
この形式は60年の歴史の中で2つの重要な変化があった。,wikipedia,wikipedia
上条 螘司（かみじょう ありじ、万延元年7月7日（1860年8月23日） - 大正5年（1916年）11月25日）は自由民権家、教員。,wikipedia,wikipedia
また海の中の離島であることを生かし、亜硫酸ガスによる煙害で批判を浴びていた銅精錬業が瀬戸内海に進出した。,wikipedia,wikipedia
大きく可視的で長きにわたる地域的な移民回廊が、スペインとチリの間に築かれた。,wikipedia,wikipedia
中世の篠崎郷は上篠崎と下篠崎の2つの村で構成されており、江戸時代も同様だったようである。,wikipedia,wikipedia
もっとも、ピザの歴史はマルコ・ポーロが訪中した13世紀よりも古いと考えられ、実際には両者は無関係である。,wikipedia,wikipedia
ILLUSIONがこれまでに発売したアダルトゲーム「人工少女」シリーズのゲームシステムを踏襲した3D学園生活シミュレーター。,wikipedia,wikipedia
この耐震構造理論を用いて耐震壁付き鉄骨鉄筋コンクリート構造の日本興業銀行本店（渡辺節設計、1923年竣工）や歌舞伎座、実業之日本社ビル等の構造設計を実施。,wikipedia,wikipedia
シングルス自己最高ランキングは6位。,wikipedia,wikipedia
長い独白シーンが大量に含まれていたためである。,wikipedia,wikipedia
東京都練馬区の光が丘駅と渋谷区の新宿駅を結ぶ放射部と、新宿駅から反時計回りに新宿区の都庁前駅に至る環状部から構成される。,wikipedia,wikipedia
広島県道333号岡郷東市之堂線（ひろしまけんどう333ごう おかごうひがしいちのどうせん）は東広島市黒瀬町乃美尾（のみのお）と東広島市黒瀬町南方を結ぶ一般県道である。,wikipedia,wikipedia
卒業生の進路は、朝鮮総聯職員、朝鮮学校教員などのほか、在日同胞企業などへの就職が多い。,wikipedia,wikipedia
プレゼントは期間限定・数量限定のものもあり、常に貰えるというわけではない。,wikipedia,wikipedia
安井の塾にいたとき、安井の作詩を代書した。,wikipedia,wikipedia
2006年ビクターエンタテインメントSPEEDSTAR RECORDSよりメジャーデビュー。,wikipedia,wikipedia
フィリピンの選挙法では、高齢者や農家、労働者や若年層といったセクターが認められている。,wikipedia,wikipedia
初夢ステークスでは直線で2番手から抜け出したところを2列目の内で脚を溜めていたタカオノボルに差し切られて2着となった。,wikipedia,wikipedia
劉粲は劉聡に上書し「司馬鄴が死ねば民の希望もなくなり、李矩や趙固も利用できなくなります。,wikipedia,wikipedia
有限責任（ゆうげんせきにん）とは、ある事業体についてその帰属主体や出資者・拠出者などが限定された範囲の財産（例えば出資した財産）でのみ責任を負うことをいう。,wikipedia,wikipedia
ここでは生徒が何をどのように学んでいるかを発言できる。,wikipedia,wikipedia
1814年のキール条約、モス条約までの一連の流れにより、ノルウェーはスウェーデンの同君連合となった。,wikipedia,wikipedia
スタンフォード大学経済学博士。,wikipedia,wikipedia
柳 明桓（ユ・ミョンファン、1946年4月8日 - ）は、大韓民国の外交官、政治家。,wikipedia,wikipedia
